地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
埃塞俄比亚,95,114,3,16,3,6.5,0
利比里亚,86,101,2,7,8,29,2
百慕大群岛,54,98,0,39,5,10.5,150
法属圭亚那,20,97,0,76,1,3.8,33
阿鲁巴岛,44,97,0,51,2,44,92
摩纳哥,65,94,0,26,3,425,245
马尔代夫,70,86,16,16,-1,130,20
多哥,24,86,0,56,6,3.8,2
赤道几内亚,76,83,0,7,-1,28.1,6
列支敦士登,25,81,0,55,1,1760,214
巴巴多斯,45,75,0,25,5,3.1,27
赞比亚,32,70,5,35,3,54,0
圣马丁岛,46,68,0,12,10,73.8,219
佛得角,66,68,0,1,1,6.4,13
圭亚那,51,67,1,9,7,37.2,9
开曼群岛,57,66,5,7,2,4430,103
巴哈马,44,65,0,12,9,627.7,17
乌干达,23,61,3,38,-1,1200,0
利比亚,43,59,0,15,1,28,1
海地,52,58,10,2,4,1120,0
法属波里尼西亚,22,57,1,35,-1,10.8,20
贝宁,26,54,0,27,1,760,0
维尔京群岛,4,53,0,46,3,160,49
塞拉利昂,44,50,7,6,-1,2898,1
几内亚比绍,47,50,0,3,-1,1827,3
尼泊尔,39,43,1,4,-1,670,0
叙利亚,33,42,0,6,3,3050,0
厄立特里亚,33,39,0,6,-1,320,1
莫桑比克,31,39,0,8,-1,1490,0
蒙古,27,35,1,8,-1,139,1
乍得,25,33,0,8,-1,1690,0
斯威士兰,22,31,0,8,1,10.4,2
津巴布韦,23,28,0,2,3,2925,0
安提瓜和巴布达,14,24,0,7,3,129.6,23
安哥拉,16,24,0,6,2,225,0
东帝汶,22,23,1,1,-1,706.2,2
博茨瓦纳,19,20,0,-1,1,1809.2,1
老挝,17,19,0,2,-1,88.5,0
马拉维,13,18,0,3,2,28,0
斐济,15,18,0,3,-1,38.7,2
新喀里多尼亚群岛,3,18,0,15,-1,253,6
伯利兹,14,18,0,2,2,7.2,5
纳米比亚,10,16,0,6,-1,17.6,1
多米尼克国,8,16,0,8,-1,5.7,22
圣卢西亚,2,15,0,13,-1,474,9
圣克里斯托弗和尼维斯,15,15,0,-1,-1,17.6,26
中非,4,14,0,10,-1,16,0
荷属安的列斯群岛,2,14,0,11,1,11.2,8
马里亚纳群岛,12,14,0,-1,2,11,9
格林纳达,8,14,0,6,-1,1086,13
圣文森特岛,10,13,0,3,-1,9.6,12
布隆迪,6,11,0,4,1,1.3,0
塞舌尔,6,11,0,5,-1,0.3,11
蒙特塞拉特岛,9,11,0,2,-1,7.6,85
福克兰群岛,8,11,0,3,-1,3.5,376
格陵兰岛,0,11,0,11,-1,615,14
特克斯和凯科斯群岛,10,11,0,-1,1,210,32
尼加拉瓜,1,10,0,7,2,59.7,0
冈比亚,7,10,0,2,1,0.1,0
苏里南,3,10,0,6,1,450,2
梵蒂冈,7,9,1,2,-1,808,1125
毛里塔尼亚,0,7,0,6,1,0.5,0
巴布亚新几内亚,7,7,0,-1,-1,75.4,0
圣巴泰勒米岛,0,6,0,6,-1,3.1,119
不丹,4,6,1,2,-1,20.4,1
维尔京群岛,1,5,0,3,1,1253,16
圣多美和普林西比,4,4,0,-1,-1,1.5,2
南苏丹,4,4,0,-1,-1,0.1,0
