地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
以色列,4104,16539,34,12173,262,1.6%,860,192,46.461832061068705,113.21109176673662,0.052444061402628035
乌克兰,12270,16425,375,3716,439,2.7%,4380,38,8.464692482915718,6.898689880126909,0.09628181137888714
日本,6451,16049,157,8920,678,4.2%,12690,13,13.156342182890855,20.394267838925526,0.11782509472929076
罗马尼亚,7025,16002,190,7961,1016,6.3%,1950,82,7.835629921259843,11.153921596099421,0.1816685523421341
奥地利,1069,15997,79,14304,624,3.9%,880,182,22.923076923076923,214.43477009426496,0.4080838266962161
印度尼西亚,11123,15438,484,3287,1028,6.7%,26950,6,3.1974708171206228,2.8746478621960105,0.2811716136687805
哥伦比亚,8808,12272,659,2971,493,4%,4980,25,6.0263691683569975,6.841926848725019,0.1883939541514079
菲律宾,8595,11618,264,2251,772,6.6%,10810,11,2.9158031088082903,3.392441080637918,0.39902115768339275
南非,6787,11350,1335,4357,206,1.8%,5810,20,21.150485436893202,31.163231820971273,0.06966294194246457
韩国,1008,10962,26,9695,259,2.4%,5130,21,37.432432432432435,371.3534963534964,0.2650277921036044
多米尼加共和国,7277,10900,266,3221,402,3.7%,1083.5,101,8.012437810945274,11.010633243019477,0.17150743559394496
丹麦,1484,10789,78,8778,527,4.9%,580,186,16.656546489563567,112.24087930972755,0.40455832057477686
科威特,7101,10277,991,3101,75,0.7%,420,245,41.346666666666664,58.22654086278928,0.03405963460551518
塞尔维亚,6423,10243,67,3600,220,2.1%,870,118,16.363636363636363,25.47662519638232,0.09514418669019323
埃及,7223,10093,346,2326,544,5.4%,10120,10,4.275735294117647,5.919611372168969,0.32379607085372286
巴拿马,2510,8783,168,6021,252,2.9%,420,209,23.892857142857142,95.19066590779737,0.16674706257183525
捷克,3040,8223,54,4899,284,3.5%,1060,78,17.25,56.74342105263158,0.19069412662090007
挪威,7897,8157,27,32,228,2.8%,540,151,0.14035087719298245,0.1777268294200107,9.02241357477523
澳大利亚,612,6980,22,6270,98,1.4%,2510,28,63.97959183673469,1045.4181672669067,0.2553918962587693
马来西亚,1387,6779,16,5281,111,1.6%,3250,21,47.57657657657658,343.01785563501494,0.1515410702922572
阿根廷,4382,6563,244,1862,319,4.9%,4510,15,5.836990595611285,13.320380181677967,0.3909656778707543
摩洛哥,3179,6466,154,3099,188,2.9%,3660,18,16.48404255319149,51.85291775146741,0.1908296022593413
阿尔及利亚,2554,6067,176,2998,515,8.5%,4270,14,5.821359223300971,22.793105807756348,0.6725966619354171
芬兰,1479,6054,19,4300,275,4.5%,560,108,15.636363636363637,105.72253979961891,0.4324103338207777
巴林,3330,5531,252,2192,9,0.2%,160,346,243.55555555555554,731.3980647313981,0.012329848096271455
哈萨克斯坦,3162,5417,119,2223,32,0.6%,1860,29,69.46875,219.69876660341555,0.045524863261805236
阿富汗,4446,5226,276,648,132,2.5%,3680,14,4.909090909090909,11.04158998895841,0.4581729727928558
摩尔多瓦,2903,5154,159,2069,182,3.5%,400,129,11.368131868131869,39.15994443035436,0.30301481426107585
加纳,4611,5127,427,494,22,0.4%,2950,17,22.454545454545453,48.69777804065377,0.09658298190298327
尼日利亚,3670,4787,242,959,158,3.3%,20100,2,6.069620253164557,16.5384748042631,0.44892357786408976
阿曼,2713,4019,148,1289,17,0.4%,500,80,75.82352941176471,279.48223152143277,0.04861230457496117
卢森堡,182,3894,6,3610,102,2.6%,60,649,35.3921568627451,1944.624003447533,1.5524641563422725
亚美尼亚,2170,3718,146,1500,48,1.3%,290,128,31.25,144.00921658986175,0.14746543778801843
匈牙利,1809,3341,29,1102,430,12.9%,970,34,2.562790697674419,14.16689163999126,2.156990807206155
泰国,163,3017,2,2798,56,1.9%,6930,4,49.964285714285715,3065.2936021034184,1.2278709156847354
玻利维亚,2523,2964,275,313,128,4.3%,1121,26,2.4453125,9.6920828378914,1.6208707368250435
伊拉克,898,2913,95,1903,112,3.8%,4040,7,16.991071428571427,189.21014953865733,0.6553946587676006
希腊,1218,2744,18,1374,152,5.5%,1110,25,9.039473684210526,74.21571169302565,0.9082587007598301
阿塞拜疆,980,2693,104,1680,33,1.2%,1000,27,50.90909090909091,519.4805194805194,0.20043731778425655
乌兹别克斯坦,518,2568,37,2040,10,0.4%,3280,8,204.0,3938.223938223938,0.09463244757362403
几内亚,1471,2298,67,816,11,0.5%,1270,18,74.18181818181819,504.2951609912861,0.09164100718465497
克罗地亚,308,2207,11,1808,91,4.1%,410,54,19.86813186813187,645.0692164977879,1.6341512469831054
波斯尼亚和黑塞哥维那,833,2181,17,1228,120,5.5%,350,62,10.233333333333333,122.84913965586234,1.1731076795539064
塞内加尔,1302,2105,109,782,21,1%,1670,13,37.23809523809524,286.00687586862705,0.20625360943816518
洪都拉斯,1748,2080,108,211,121,5.8%,911,23,1.743801652892562,9.975981995952871,3.280661988786101
保加利亚,1474,2069,23,499,96,4.6%,700,30,5.197916666666667,35.264020805065584,1.3051883957875046
科特迪瓦,1016,1857,30,820,21,1.1%,2490,7,39.04761904761905,384.3269591301088,0.25206452851930095
古巴,449,1804,17,1277,78,4.3%,1122,16,16.371794871794872,364.62794814687913,1.3603709975879574
爱沙尼亚,913,1751,5,777,61,3.5%,130,135,12.737704918032787,139.51484028513457,0.8598803779526671
北马其顿,370,1694,10,1229,95,5.6%,210,81,12.936842105263159,349.6443812233286,2.0891518043674266
苏丹,1408,1661,161,173,80,4.8%,4312,4,2.1625,15.358664772727273,3.284287966368891
立陶宛,543,1505,6,908,54,3.6%,290,52,16.814814814814813,309.6650978787258,1.0952369362572103
斯洛伐克,382,1469,8,1060,27,1.8%,550,27,39.25925925925926,1027.7292999806089,0.6667983799268992
斯洛文尼亚,1100,1463,1,260,103,7%,210,70,2.5242718446601944,22.94792586054722,3.601398601398601
吉布提,367,1256,29,886,3,0.2%,94,134,295.3333333333333,8047.229791099001,0.09226170339707591
危地马拉,1052,1199,62,120,27,2.3%,1658.2,7,4.444444444444445,42.247570764681036,2.1387832699619773
索马里,989,1170,81,129,52,4.4%,1518,8,2.480769230769231,25.08361204013378,4.075842014093007
刚果,912,1102,78,146,44,4%,8130,1,3.3181818181818183,36.3835725677831,3.3044941119923092
马约特岛,591,1095,72,492,12,1.1%,21.6,507,41.0,693.7394247038917,0.412694482274772
吉尔吉斯斯坦,306,1044,21,726,12,1.1%,640,16,60.5,1977.1241830065358,0.5401609679684546
萨尔瓦多,643,1037,40,374,20,1.9%,642,16,18.7,290.82426127527214,0.8316630766543858
拉脱维亚,305,951,4,627,19,2%,190,50,33.0,1081.967213114754,0.9935419771485345
马尔代夫,872,904,35,29,3,0.3%,44,205,9.666666666666666,110.85626911314985,1.1863334387851945
塞浦路斯,438,903,3,449,16,1.8%,120,75,28.0625,640.6963470319635,0.8135786272894611
斯里兰卡,500,891,9,382,9,1%,2100,4,42.44444444444444,848.8888888888889,0.4712041884816754
阿尔巴尼亚,161,880,4,688,31,3.5%,290,30,22.193548387096776,1378.4812662793029,2.798642207135635
黎巴嫩,616,878,11,236,26,3%,610,14,9.076923076923077,147.35264735264735,1.7884657715166188
加蓬,717,863,61,137,9,1%,203,43,15.222222222222221,212.30435456376875,0.9162263689948997
尼日尔,159,854,11,648,47,5.5%,2150,4,13.787234042553191,867.121637896427,4.561689572171753
哥斯达黎加,277,804,9,520,7,0.9%,500,16,74.28571428571429,2681.794739556473,0.4859761177450709
安道尔,142,758,3,568,48,6.3%,7.3,1044,11.833333333333334,833.3333333333334,5.95120015869867
巴拉圭,554,737,13,173,10,1.4%,705.3,10,17.3,312.27436823104694,1.0433839026731495
马里,292,730,8,398,40,5.5%,1951.7,4,9.95,340.75342465753425,3.441866868589523
乌拉圭,175,717,4,523,19,2.6%,350,20,27.526315789473685,1572.9323308270675,2.075935536738596
肯尼亚,420,715,15,259,36,5%,5140,1,7.194444444444445,171.2962962962963,3.309431880860452
格鲁吉亚,264,647,1,372,11,1.7%,390,17,33.81818181818182,1280.9917355371902,1.1200716845878136
圣马力诺,436,638,10,161,41,6.4%,3.2,1994,3.926829268292683,90.06489147460282,5.840788648925864
约旦,177,576,22,390,9,1.6%,1010,6,43.333333333333336,2448.210922787194,1.303780964797914
马耳他,66,508,3,436,6,1.2%,40,127,72.66666666666667,11010.10101010101,2.085070892410342
牙买加,398,507,3,100,9,1.8%,284,18,11.11111111111111,279.17364600781684,2.2613065326633164
赞比亚,317,441,174,117,7,1.6%,1760,3,16.714285714285715,527.2645335736819,1.8873520450807517
委内瑞拉,193,423,8,220,10,2.4%,3280,1,22.0,1139.896373056995,2.3551577955723033
马恩岛,36,331,1,272,23,6.9%,8.5,391,11.826086956521738,3285.0241545893714,23.488562091503272
贝宁,249,327,8,76,2,0.6%,1120,3,38.0,1526.1044176706828,1.056859015007398
佛得角,207,267,21,58,2,0.7%,54,49,29.0,1400.9661835748793,1.6658337497917706
海地,184,219,27,17,18,8.2%,1200,2,0.9444444444444444,51.32850241545894,57.54475703324808
利比里亚,106,212,12,86,20,9.4%,470,5,4.3,405.66037735849056,21.939447125932425
多哥,96,199,7,92,11,5.5%,425,5,8.363636363636363,871.2121212121211,12.454710144927537
斯威士兰,154,184,3,28,2,1.1%,139,13,14.0,909.0909090909091,4.638218923933209
百慕大群岛,47,121,1,66,8,6.6%,6.5,185,8.25,1755.3191489361702,25.789813023855576
圭亚那,67,113,5,36,10,8.8%,73.8,15,3.6,537.3134328358209,41.459369817578775
巴哈马,43,93,1,39,11,11.8%,37.2,25,3.5454545454545454,824.524312896406,65.5933214072749
开曼群岛,34,85,3,50,1,1.2%,6.4,132,50.0,14705.882352941178,5.882352941176471
冈比亚,12,23,2,10,1,4.3%,210,1,10.0,8333.333333333334,83.33333333333333
