地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
多哥,112,219,18,96,11,5%,425,5,8.727272727272727,779.2207792207791,10.230654761904763
利比里亚,92,213,1,101,20,9.4%,470,5,5.05,548.9130434782609,21.52389151958674
斯威士兰,137,187,9,48,2,1.1%,139,13,24.0,1751.8248175182482,3.0413625304136254
瓜德罗普岛,33,155,1,109,13,8.4%,40,39,8.384615384615385,2540.792540792541,36.14122880177926
法属圭亚那,28,153,9,124,1,0.7%,29,53,124.0,44285.71428571429,2.880184331797235
关岛,23,152,1,124,5,3.3%,16.6,92,24.8,10782.608695652174,17.53155680224404
百慕大群岛,47,121,2,66,8,6.6%,6.5,185,8.25,1755.3191489361702,25.789813023855576
圭亚那,67,113,4,36,10,8.8%,73.8,15,3.6,537.3134328358209,41.459369817578775
开曼群岛,31,86,1,54,1,1.2%,6.4,134,54.0,17419.354838709678,5.973715651135006
巴巴多斯,21,85,1,57,7,8.2%,28.1,30,8.142857142857142,3877.551020408163,58.47953216374269
维尔京群岛,17,69,1,46,6,8.7%,10.8,64,7.666666666666667,4509.803921568628,76.72634271099744
冈比亚,12,23,1,10,1,4.3%,210,1,10.0,8333.333333333334,83.33333333333333
