地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
坦桑尼亚,79,94,6,11,4,10.5,0
摩纳哥,78,93,0,12,3,10500,243
阿鲁巴岛,53,93,0,39,1,29,88
埃塞俄比亚,74,92,3,15,3,5288.5,0
法属圭亚那,35,86,0,51,-1,6.5,30
缅甸,79,85,12,2,4,425,0
百慕大群岛,43,81,0,33,5,1518,124
多哥,43,81,4,35,3,3.8,2
索马里,73,80,0,2,5,203,1
列支敦士登,24,80,0,55,1,28.1,211
加蓬,75,80,23,4,1,6.4,4
巴巴多斯,55,75,0,15,5,470,27
开曼群岛,52,60,0,6,2,3.1,93
利比里亚,49,59,0,4,6,54,1
圣马丁岛,36,57,0,12,9,4430,184
佛得角,54,56,0,1,1,73.8,10
乌干达,43,55,0,12,-1,28,0
圭亚那,41,55,0,8,6,37.2,7
法属波里尼西亚,55,55,0,-1,-1,10.8,20
巴哈马,39,53,0,6,8,627.7,14
维尔京群岛,52,53,0,-1,1,1760,49
利比亚,36,48,0,11,1,160,1
赞比亚,16,48,3,30,2,1200,0
几内亚比绍,40,43,0,3,-1,130,3
海地,38,41,0,-1,3,1120,0
赤道几内亚,37,41,0,4,-1,670,3
贝宁,16,35,0,18,1,1827,0
厄立特里亚,35,35,0,-1,-1,4312,1
叙利亚,26,33,0,5,2,320,0
苏丹,23,32,0,4,5,3050,0
蒙古,26,31,0,5,-1,1490,1
莫桑比克,27,29,0,2,-1,10.4,0
乍得,22,27,0,5,-1,1690,0
安提瓜和巴布达,17,23,0,3,3,44,22
津巴布韦,19,23,1,1,3,706.2,0
马尔代夫,7,23,1,16,-1,2925,5
老挝,18,19,0,1,-1,129.6,0
安哥拉,10,19,0,5,4,28,0
东帝汶,17,18,2,1,-1,38.7,1
新喀里多尼亚群岛,17,18,0,1,-1,88.5,6
伯利兹,16,18,0,-1,2,139,5
斐济,17,17,0,-1,-1,7.2,2
斯威士兰,8,16,0,8,-1,1809.2,1
多米尼克国,8,16,0,8,-1,253,22
马拉维,14,16,0,-1,2,2898,0
纳米比亚,13,16,0,3,-1,760,1
尼泊尔,15,16,0,1,-1,225,0
塞拉利昂,15,15,2,-1,-1,17.6,0
博茨瓦纳,14,15,0,-1,1,17.6,1
圣卢西亚,14,15,0,1,-1,5.7,9
荷属安的列斯群岛,3,14,0,10,1,11.2,8
圣克里斯托弗和尼维斯,14,14,0,-1,-1,16,25
格林纳达,14,14,0,-1,-1,474,13
马里亚纳群岛,11,13,2,-1,2,11,8
中非,8,12,0,4,-1,1.3,0
圣文森特岛,11,12,0,1,-1,7.6,11
蒙特塞拉特岛,10,11,0,1,-1,0.3,85
格陵兰岛,0,11,0,11,-1,9.6,14
福克兰群岛,10,11,0,1,-1,59.7,376
塞舌尔,11,11,0,-1,-1,3.5,11
苏里南,3,10,0,6,1,615,2
特克斯和凯科斯群岛,9,10,0,-1,1,210,29
尼加拉瓜,4,9,0,4,1,0.1,0
冈比亚,6,9,0,2,1,450,0
梵蒂冈,6,8,0,2,-1,0.5,1000
毛里塔尼亚,4,7,0,2,1,1086,0
圣巴泰勒米岛,2,6,0,4,-1,75.4,119
布隆迪,4,5,0,-1,1,20.4,0
不丹,3,5,0,2,-1,1253,1
圣多美和普林西比,4,4,0,-1,-1,3.1,2
南苏丹,4,4,0,-1,-1,1.5,0
维尔京群岛,1,3,0,2,-1,808,10
安圭拉岛,2,3,0,1,-1,-1,20
