地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
塞拉利昂,7,7,0,-,-,450,0
佛得角,5,7,0,1,1,0.5,1
毛里塔尼亚,3,6,0,2,1,615,0
圣巴泰勒米岛,6,6,3,-,-,0.3,119
尼加拉瓜,5,6,0,-,1,75.4,0
福克兰群岛,5,5,0,-,-,20.4,171
不丹,5,5,0,-,-,210,1
圣多美和普林西比,4,4,0,-,-,1.5,2
冈比亚,1,4,0,2,1,3.1,0
安圭拉岛,3,3,0,-,-,1086,20
维尔京群岛,3,3,0,-,-,808,10
布隆迪,3,3,0,-,-,1253,0
巴布亚新几内亚,2,2,0,-,-,-,0
南苏丹,2,2,1,-,-,0.1,0
