地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,死亡率,人口数（万）,每10万人确诊,治愈死亡比,万人确诊治愈死亡比,万人确诊死亡治愈比
卡塔尔,31346,38651,1491,7288,17,0%,270,1432,428.70588235294116,136.7657380057874,0.0007441464737997758
厄瓜多尔,28409,34854,703,3557,2888,8.3%,1710,204,1.2316481994459834,0.4335415535379574,0.2857968099672786
白俄罗斯,21129,33371,918,12057,185,0.6%,940,355,65.17297297297297,30.845270941820708,0.007261954514704718
瑞典,23330,32172,724,4971,3871,12%,1010,319,1.2841642986308448,0.5504347615220081,0.3337833502035768
瑞士,1001,30694,40,27800,1893,6.2%,860,357,14.68568409931326,146.71013086227032,0.6802549968017594
葡萄牙,22183,29912,228,6452,1277,4.3%,1030,290,5.052466718872357,2.277630040514068,0.08922288446671924
新加坡,18583,29812,570,11207,22,0.1%,590,505,509.40909090909093,274.12640096275675,0.0010563734609773075
孟加拉国,22501,28511,1617,5602,408,1.4%,16470,17,13.730392156862745,6.1021253085919485,0.03236795330814842
阿联酋,13962,26004,941,11809,233,0.9%,970,268,50.682403433476395,36.300245977278614,0.014131724582658937
爱尔兰,1684,24315,64,21060,1571,6.5%,480,507,13.405474220241883,79.60495380191142,0.44297144455497584
印度尼西亚,14046,20162,693,4838,1278,6.3%,26950,7,3.785602503912363,2.6951463077832574,0.18806688258746124
波兰,10566,19983,489,8452,965,4.8%,3800,53,8.758549222797928,8.289370833615303,0.10805807302871394
乌克兰,12900,19706,354,6227,579,2.9%,4380,45,10.75474956822107,8.337015169163621,0.07207920496263459
南非,9818,19137,803,8950,369,1.9%,5810,33,24.254742547425476,24.70436193463585,0.04199332886466654
科威特,13275,18609,804,5205,129,0.7%,420,443,40.348837209302324,30.39460430079271,0.018669575647058186
哥伦比亚,12801,17687,752,4256,630,3.6%,4980,36,6.7555555555555555,5.277365483599371,0.11563652510700233
罗马尼亚,5853,17585,196,10581,1151,6.5%,1950,90,9.192875760208514,15.706263044948768,0.18585321797257778
以色列,2774,16670,9,13617,279,1.7%,860,194,48.806451612903224,175.94250761681047,0.07386119147155797
日本,3047,16518,39,12672,799,4.8%,12690,13,15.85982478097622,52.05062284534368,0.20693271739382668
奥地利,820,16404,32,14951,633,3.9%,880,186,23.619273301737756,288.0399183138751,0.5163207942694101
埃及,9555,14229,745,3994,680,4.8%,10120,14,5.873529411764705,6.147074214301105,0.17818459767097009
多米尼加共和国,6418,13477,254,6613,446,3.3%,1083.5,124,14.827354260089686,23.102764506216403,0.10508400665243021
菲律宾,9588,13434,279,3000,846,6.3%,10810,12,3.5460992907801416,3.6984765235504184,0.2941176470588235
丹麦,1027,11315,73,9734,554,4.9%,580,195,17.57039711191336,171.08468463401516,0.5541763389110416
韩国,723,11122,12,10135,264,2.4%,5130,22,38.390151515151516,530.9841150090114,0.36028142892527637
塞尔维亚,5312,10919,100,5370,237,2.2%,870,126,22.658227848101266,42.654796400793046,0.08308373157434207
巴拿马,3496,9977,251,6194,287,2.9%,420,238,21.581881533101047,61.73307074685654,0.13253765177639243
阿根廷,5947,9283,474,2933,403,4.3%,4510,21,7.277915632754342,12.23796138011492,0.2310441861399746
捷克,2587,8721,117,5830,304,3.5%,1060,82,19.17763157894737,74.13077533416069,0.20156197268172238
阿富汗,7545,8676,492,938,193,2.2%,3680,24,4.860103626943006,6.441489233854215,0.2727063348409896
挪威,8015,8281,3,32,234,2.8%,540,153,0.13675213675213677,0.1706202579565025,9.123518402994385
巴林,4312,8039,469,3715,12,0.1%,160,502,309.5833333333333,717.9576376004946,0.007491066902718509
阿尔及利亚,3006,7542,165,3968,568,7.5%,4270,18,6.985915492957746,23.239905166193434,0.4761981413517052
哈萨克斯坦,3465,7234,218,3734,35,0.5%,1860,39,106.68571428571428,307.8952793238508,0.027051446440841193
摩洛哥,2777,7185,25,4212,196,2.7%,3660,20,21.489795918367346,77.38493308738691,0.1675682866416272
澳大利亚,511,7081,11,6470,100,1.4%,2510,28,64.7,1266.1448140900197,0.3024647855373438
马来西亚,1149,7059,31,5796,114,1.6%,3250,22,50.8421052631579,442.49003710320187,0.1711813495216833
尼日利亚,4637,6677,226,1840,200,3%,20100,3,9.2,19.84041406081518,0.23440942888486746
摩尔多瓦,3372,6553,213,2953,228,3.5%,400,164,12.951754385964913,38.40971051591018,0.22897276790717686
芬兰,1387,6493,44,4800,306,4.7%,560,116,15.686274509803921,113.09498565107369,0.45962509012256675
阿曼,4519,6370,372,1821,30,0.5%,500,127,60.7,134.32175260013278,0.036455995972341566
加纳,4340,6269,178,1898,31,0.5%,2950,21,61.225806451612904,141.07328675486843,0.03763359927743489
亚美尼亚,3018,5606,230,2518,70,1.2%,290,193,35.97142857142857,119.18962415980307,0.09211345640743833
玻利维亚,4187,4919,218,533,199,4%,1121,44,2.678391959798995,6.396923715784559,0.891708500043241
卢森堡,134,3971,13,3728,109,2.7%,60,662,34.20183486238532,2552.375735998904,2.181955031708411
阿塞拜疆,1365,3749,113,2340,44,1.2%,1000,37,53.18181818181818,389.6103896103896,0.13775398390783006
喀麦隆,1989,3733,204,1595,149,4%,2405,16,10.704697986577182,53.819497167306096,0.46966781246700107
伊拉克,1152,3724,113,2438,134,3.6%,4040,9,18.19402985074627,157.93428689883913,0.4771101084677787
匈牙利,1659,3641,42,1509,473,13%,970,38,3.190274841437632,19.230107543325087,1.88940697786358
洪都拉斯,2600,3100,157,349,151,4.9%,911,34,2.3112582781456954,8.889454915944983,1.6640952171038133
泰国,84,3037,1,2897,56,1.8%,6930,4,51.732142857142854,6158.588435374149,2.3012311586698884
乌兹别克斯坦,565,2950,102,2372,13,0.4%,3280,9,182.46153846153845,3229.4077603812116,0.09700189526779986
希腊,1310,2850,10,1374,166,5.8%,1110,26,8.27710843373494,63.18403384530488,0.9222529639876884
塞内加尔,1531,2812,97,1251,30,1.1%,1670,17,41.7,272.37099934683215,0.15663497941033197
波斯尼亚和黑塞哥维那,614,2350,17,1596,140,6%,350,67,11.4,185.66775244299674,1.4286530658894794
保加利亚,1484,2331,33,727,120,5.1%,700,33,6.058333333333334,40.824348607367476,1.1122769421282306
危地马拉,2057,2265,132,159,49,2.2%,1658.2,14,3.2448979591836733,15.774905003323642,1.4981823073842042
克罗地亚,162,2237,2,1978,97,4.3%,410,55,20.391752577319586,1258.7501590938016,3.0271255414497746
科特迪瓦,1119,2231,78,1083,29,1.3%,2490,9,37.3448275862069,333.7339373208838,0.2392982126073851
古巴,248,1900,13,1573,79,4.2%,1122,17,19.911392405063292,802.8787260106167,2.025100998708037
北马其顿,409,1898,19,1378,111,5.8%,210,90,12.414414414414415,303.5309147778585,1.9694749131479308
刚果,1471,1835,102,303,61,3.3%,8130,2,4.967213114754099,33.76759425393677,1.3685936914561612
吉布提,767,1828,210,1052,9,0.5%,94,194,116.88888888888889,1523.9750832971172,0.11154019660818656
冰岛,4,1803,1,1789,10,0.6%,30,601,178.9,447250.0,13.97428731134712
爱沙尼亚,773,1800,3,963,64,3.6%,130,138,15.046875,194.65556274256144,0.8597539760262977
萨尔瓦多,1068,1640,73,540,32,2%,642,26,16.875,158.0056179775281,0.5548619780829519
立陶宛,484,1594,15,1049,61,3.8%,290,55,17.19672131147541,355.30415932800435,1.2014590834245915
索马里,1324,1573,71,188,61,3.9%,1518,10,3.081967213114754,23.27769798425041,2.45066529536543
加蓬,1190,1567,70,365,12,0.8%,203,77,30.416666666666668,255.60224089635852,0.27627489351905143
斯洛伐克,229,1502,1,1245,28,1.9%,550,27,44.464285714285715,1941.6718652526513,0.9820943161291456
马约特岛,562,1475,105,894,19,1.3%,21.6,683,47.05263157894737,837.235437347818,0.3781636373768978
斯洛文尼亚,22,1468,1,1340,106,7.2%,210,70,12.641509433962264,5746.140651801029,35.95658073270014
吉尔吉斯斯坦,376,1313,27,923,14,1.1%,640,21,65.92857142857143,1753.419452887538,0.4034024111938406
马尔代夫,1121,1216,43,91,4,0.3%,44,276,22.75,202.94380017841212,0.3921145758790719
肯尼亚,684,1109,66,375,50,4.5%,5140,2,7.5,109.64912280701753,1.949317738791423
几内亚比绍,1041,1089,51,42,6,0.6%,160,68,7.0,67.24303554274735,1.3723068478111704
斯里兰卡,432,1045,7,604,9,0.9%,2100,5,67.11111111111111,1553.4979423868315,0.34492273730684325
突尼斯,136,1045,1,862,47,4.5%,1180,9,18.340425531914892,1348.5607008760949,4.009144260952641
拉脱维亚,309,1025,4,694,22,2.1%,190,54,31.545454545454547,1020.888496616652,1.0258992939947587
黎巴嫩,747,1024,7,251,26,2.5%,610,17,9.653846153846153,129.23488827103284,1.3866888536883257
阿尔巴尼亚,167,969,15,771,31,3.2%,290,33,24.870967741935484,1489.279505505119,2.407636089688328
马里,333,931,30,543,55,5.9%,1951.7,5,9.872727272727273,296.4782964782965,3.0417157488980693
塞浦路斯,389,922,1,516,17,1.8%,120,77,30.352941176470587,780.2812641766217,0.8469340985632013
尼日尔,124,920,5,738,58,6.3%,2150,4,12.724137931034482,1026.1401557285872,6.337966605472507
哥斯达黎加,305,897,16,582,10,1.1%,500,18,58.2,1908.1967213114756,0.5633485437440144
赤道几内亚,861,890,106,22,7,0.8%,130,68,3.142857142857143,36.50240584038493,3.695491500369549
赞比亚,557,866,60,302,7,0.8%,1760,5,43.142857142857146,774.5575788663762,0.4161365879177714
巴拉圭,580,833,41,242,11,1.3%,705.3,12,22.0,379.3103448275862,0.7836990595611286
委内瑞拉,552,824,131,262,10,1.2%,3280,3,26.2,474.6376811594203,0.6914481690452483
布基纳法索,91,812,13,669,52,6.4%,1919,4,12.865384615384615,1413.7785291631444,8.541533205210333
安道尔,72,762,1,639,51,6.7%,7.3,1050,12.529411764705882,1740.1960784313724,11.085028690662494
乌拉圭,138,746,1,588,20,2.7%,350,21,29.4,2130.4347826086955,2.4647540175490485
格鲁吉亚,224,721,11,485,12,1.7%,390,18,40.416666666666664,1804.3154761904761,1.1045655375552283
约旦,217,672,20,446,9,1.3%,1010,7,49.55555555555556,2283.6661546338964,0.9299249860511252
海地,620,663,63,21,22,3.3%,1200,6,0.9545454545454546,15.395894428152493,16.897081413210447
马耳他,125,599,15,468,6,1%,40,150,78.0,6240.0,1.0256410256410255
塞拉利昂,331,570,51,205,34,6%,760,8,6.029411764705882,182.15745512706593,5.010684547933093
乍得,331,565,26,177,57,10.1%,1490,4,3.1052631578947367,93.81459691524884,9.72912079471555
尼泊尔,401,453,25,49,3,0.7%,2898,2,16.333333333333332,407.31504571903577,1.526795256756069
马达加斯加,272,405,45,131,2,0.5%,2520,2,65.5,2408.0882352941176,0.5612932195779075
巴勒斯坦,50,398,3,346,2,0.5%,505.2,8,173.0,34600.0,1.1560693641618496
佛得角,261,349,7,85,3,0.9%,54,65,28.333333333333332,1085.5683269476372,1.352265043948614
多哥,218,340,8,110,12,3.5%,425,8,9.166666666666666,420.4892966360856,5.004170141784821
尼加拉瓜,38,254,229,199,17,6.7%,615,4,11.705882352941176,3080.495356037152,22.4808251785242
圣多美和普林西比,239,251,5,4,8,3.2%,20.4,123,0.5,20.920502092050206,83.68200836820083
法属圭亚那,100,237,8,136,1,0.4%,29,82,136.0,13600.000000000002,0.7352941176470588
斯威士兰,118,217,3,97,2,0.9%,139,16,48.5,4110.169491525424,1.7473353136466887
毛里塔尼亚,130,141,50,7,4,2.8%,450,3,1.75,134.6153846153846,43.956043956043956
圭亚那,69,125,1,46,10,8%,73.8,17,4.6,666.6666666666666,31.505986137366097
开曼群岛,55,111,17,55,1,0.9%,6.4,173,55.0,10000.0,3.305785123966942
巴巴多斯,13,90,2,70,7,7.8%,28.1,32,10.0,7692.307692307692,76.92307692307693
利比亚,31,69,3,35,3,4.3%,627.7,1,11.666666666666666,3763.440860215054,27.649769585253456
