地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
巴巴多斯,52,66,0,11,3,10500,23
埃塞俄比亚,59,65,1,4,2,284,0
牙买加,47,63,0,12,4,-,2
刚果,50,60,0,5,5,28,-
乌干达,53,53,1,-,-,3.1,0
法属波里尼西亚,51,51,4,-,-,6.5,18
圣马丁岛,39,50,12,3,8,6.4,161
百慕大群岛,19,48,0,25,4,10.8,73
开曼群岛,37,45,0,6,2,203,70
维尔京群岛,44,45,2,-,1,37.2,42
加蓬,42,44,1,1,1,1760,2
巴哈马,28,41,4,5,8,73.8,11
赞比亚,13,40,0,25,2,160,0
圭亚那,23,37,4,8,6,670,5
几内亚比绍,36,36,0,-,-,5910,2
厄立特里亚,33,33,2,-,-,470,0
坦桑尼亚,24,32,1,5,3,1200,0
利比里亚,24,31,17,3,4,5288.5,1
海地,28,30,5,-,2,1120,0
缅甸,23,27,1,1,3,627.7,0
贝宁,20,26,0,5,1,44,0
利比亚,15,24,0,8,1,2925,0
马尔代夫,6,19,0,13,-,10.4,4
安哥拉,15,19,2,2,2,1827,0
安提瓜和巴布达,17,19,0,-,2,28,18
叙利亚,13,19,0,4,2,130,0
新喀里多尼亚群岛,18,18,0,-,-,3050,6
赤道几内亚,15,18,2,3,-,88.5,1
莫桑比克,16,17,7,1,-,7.2,0
斐济,16,16,0,-,-,253,2
多米尼克国,11,16,0,5,-,320,22
纳米比亚,13,16,0,3,-,706.2,1
蒙古,12,16,0,4,-,4312,1
老挝,16,16,1,-,-,17.6,0
苏丹,11,15,1,2,2,17.6,0
荷属安的列斯群岛,6,14,1,7,1,225,8
圣卢西亚,13,14,0,1,-,139,8
博茨瓦纳,12,13,7,-,1,11,1
斯威士兰,5,12,2,7,-,11.2,1
圣文森特岛,11,12,0,1,-,1518,11
格林纳达,12,12,0,-,-,1490,11
索马里,10,12,4,1,1,9.6,0
乍得,9,11,0,2,-,7.6,0
塞舌尔,11,11,0,-,-,5.7,11
格陵兰岛,0,11,0,11,-,1690,14
圣克里斯托弗和尼维斯,11,11,0,-,-,16,19
津巴布韦,8,11,0,-,3,59.7,0
马里亚纳群岛,9,11,3,-,2,1809.2,7
苏里南,5,10,0,4,1,38.7,2
马拉维,8,9,0,-,1,1.3,0
伯利兹,8,9,1,-,1,2898,2
蒙特塞拉特岛,9,9,0,-,-,474,69
尼泊尔,8,9,0,1,-,0.1,0
中非,5,8,0,3,-,3.5,0
梵蒂冈,6,8,1,2,-,615,1000
特克斯和凯科斯群岛,7,8,0,-,1,54,23
尼加拉瓜,6,7,0,-,1,760,0
佛得角,5,7,0,1,1,450,1
塞拉利昂,7,7,1,-,-,0.5,0
毛里塔尼亚,4,7,1,2,1,0.3,0
圣巴泰勒米岛,6,6,0,-,-,75.4,119
福克兰群岛,4,5,3,1,-,20.4,171
不丹,3,5,0,2,-,210,1
圣多美和普林西比,4,4,0,-,-,1253,2
冈比亚,1,4,0,2,1,3.1,0
南苏丹,3,3,0,-,-,1086,0
维尔京群岛,3,3,0,-,-,1.5,10
布隆迪,3,3,0,-,-,129.6,0
安圭拉岛,3,3,0,-,-,808,20
东帝汶,2,2,0,-,-,-,0
